complexity, loss        , score                 , equation                                                                                         , sympy_format                                                                 , lambda_format
         1, 0.002679396 , 0.0                   , 0.0018341234                                                                                     , 0.00183412340000000                                                          , PySRFunction(X=>0.00183412340000000)
         3, 0.0024034907, 0.054334628500445396  , (-0.0014349107 * theta_v_surge)                                                                  , -0.0014349107*theta_v_surge                                                  , PySRFunction(X=>-0.0014349107*theta_v_surge)
         4, 0.001782234 , 0.2990545054280889    , (neg(-0.00035104586) * v_surge)                                                                  , 0.00035104586*v_surge                                                        , PySRFunction(X=>0.00035104586*v_surge)
         5, 0.0017822335, 2.8054681372042777e-07, tanh(neg(-0.00035104586) * v_surge)                                                              , tanh(0.00035104586*v_surge)                                                  , PySRFunction(X=>tanh(0.00035104586*v_surge))
         6, 0.0015911172, 0.11343094200770198   , (neg(-0.00041493415 * v_surge) - -0.014864094)                                                   , 0.00041493415*v_surge + 0.014864094                                          , PySRFunction(X=>0.00041493415*v_surge + 0.014864094)
         7, 0.0015904794, 0.0004009307833329342 , (neg(tanh(-0.00041493415 * v_surge)) - -0.014864094)                                             , tanh(0.00041493415*v_surge) + 0.014864094                                    , PySRFunction(X=>tanh(0.00041493415*v_surge) + 0.014864094)
         8, 0.0015143916, 0.04902170607486347   , (neg(-0.00041493415 * v_surge) - (theta_angle / 2.2121766))                                      , -0.452043476094992*theta_angle + 0.00041493415*v_surge                       , PySRFunction(X=>-0.452043476094992*theta_angle + 0.00041493415*v_surge)
         9, 0.0015121484, 0.0014823530571290656 , (neg(-0.00041493415 * v_surge) - (tanh(theta_angle) / 2.2121766))                                , 0.00041493415*v_surge - 0.452043476094992*tanh(theta_angle)                  , PySRFunction(X=>0.00041493415*v_surge - 0.452043476094992*tanh(theta_angle))
        17, 0.0014912148, 0.001742541412079104  , (tanh(((0.72138816 / A) * T) + T) * ((tanh(theta_angle) + (v_surge * -0.00097580213)) * delta_H)), delta_H*(-0.00097580213*v_surge + tanh(theta_angle))*tanh(T + 0.72138816*T/A), PySRFunction(X=>delta_H*(-0.00097580213*v_surge + tanh(theta_angle))*tanh(T + 0.72138816*T/A))
